2025-07-20 18:01:29,426 - INFO - SUCCESS_QUERY: {'timestamp': '2025-07-20T18:01:29.426721', 'question': 'afrika geceliği ne kadar', 'intent': 'product', 'response': 'afrika geceliği ne kadar için 2 ürün:\n\n1. Afrika Etnik Baskılı Dantelli "Africa Style" Gecelik\nFiyat...'}
2025-07-20 18:01:52,352 - INFO - SUCCESS_QUERY: {'timestamp': '2025-07-20T18:01:52.352507', 'question': 'afrika geceliği ne kadar', 'intent': 'product', 'response': 'Afrika Etnik Baskılı Dantelli "Africa Style" Gecelik\nFiyat: 565.44 TL'}
2025-07-20 18:02:57,379 - INFO - SUCCESS_QUERY: {'timestamp': '2025-07-20T18:02:57.379079', 'question': 'afrika geceliği ne kadar', 'intent': 'product', 'response': 'Afrika Etnik Baskılı Dantelli "Africa Style" Gecelik\nFiyat: 565.44 TL'}
2025-07-20 18:06:52,549 - INFO - SUCCESS_QUERY: {'timestamp': '2025-07-20T18:06:52.549184', 'question': 'afrika geceliği ne kadar', 'intent': 'product', 'response': 'Afrika Etnik Baskılı Dantelli "Africa Style" Gecelik\nFiyat: 565.44 TL'}
2025-07-20 18:08:03,191 - INFO - SUCCESS_QUERY: {'timestamp': '2025-07-20T18:08:03.191035', 'question': 'afrika geceliği', 'intent': 'product', 'response': 'Afrika Etnik Baskılı Dantelli "Africa Style" Gecelik -  bilgisi yok.'}
2025-07-20 18:11:03,961 - INFO - SUCCESS_QUERY: {'timestamp': '2025-07-20T18:11:03.961252', 'question': 'afrika geceliği', 'intent': 'product', 'response': 'Afrika Etnik Baskılı Dantelli "Africa Style" Gecelik -  bilgisi yok.'}
2025-07-20 18:11:04,677 - INFO - SUCCESS_QUERY: {'timestamp': '2025-07-20T18:11:04.677758', 'question': 'afrika geceliğin fiyatı', 'intent': 'product', 'response': 'Afrika Etnik Baskılı Dantelli "Africa Style" Gecelik\nFiyat: 565.44 TL'}
2025-07-20 18:11:05,395 - INFO - SUCCESS_QUERY: {'timestamp': '2025-07-20T18:11:05.395474', 'question': 'afrika gecelik ne kadar', 'intent': 'product', 'response': 'Afrika Etnik Baskılı Dantelli "Africa Style" Gecelik\nFiyat: 565.44 TL'}
2025-07-20 18:11:54,749 - INFO - SUCCESS_QUERY: {'timestamp': '2025-07-20T18:11:54.749151', 'question': 'afrika geceliği', 'intent': 'product', 'response': 'Afrika Etnik Baskılı Dantelli "Africa Style" Gecelik\nFiyat: 565.44 TL'}
2025-07-20 18:11:55,577 - INFO - SUCCESS_QUERY: {'timestamp': '2025-07-20T18:11:55.577158', 'question': 'afrika geceliğin fiyatı', 'intent': 'product', 'response': 'Afrika Etnik Baskılı Dantelli "Africa Style" Gecelik\nFiyat: 565.44 TL'}
2025-07-20 18:11:56,287 - INFO - SUCCESS_QUERY: {'timestamp': '2025-07-20T18:11:56.287024', 'question': 'afrika gecelik ne kadar', 'intent': 'product', 'response': 'Afrika Etnik Baskılı Dantelli "Africa Style" Gecelik\nFiyat: 565.44 TL'}
2025-07-20 19:20:25,849 - INFO - SUCCESS: {'timestamp': '2025-07-20T19:20:25.849659', 'question': 'afrika geclik var mı', 'intent': 'product', 'response': 'afrika geclik var mı için 2 ürün:\n\n1. Afrika Etnik Baskılı Dantelli "Africa Style" Gecelik\nFiyat: 56...', 'success': True}
2025-07-20 19:24:37,531 - INFO - SUCCESS: {'timestamp': '2025-07-20T19:24:37.531428', 'question': 'afrika geceliği', 'intent': 'product', 'response': 'Afrika Etnik Baskılı Dantelli "Africa Style" Gecelik\nFiyat: 565.44 TL', 'success': True}
2025-07-20 19:50:56,909 - INFO - SUCCESS: {'timestamp': '2025-07-20T19:50:56.909247', 'question': 'afrika gecelik', 'intent': 'product', 'response': 'Afrika Etnik Baskılı Dantelli "Africa Style" Gecelik\nFiyat: 565.44 TL', 'success': True}
2025-07-20 20:50:51,538 - INFO - SUCCESS: {'timestamp': '2025-07-20T20:50:51.538599', 'question': 'afrika gecelik', 'intent': 'product', 'response': 'gecelik için 5 ürün:\n\n1. Kolu Omzu ve Yakası Dantelli Önü Düğmeli Gecelik\nFiyat: 1415.33 TL\nKod: 18K...', 'success': True}
2025-07-20 21:12:52,706 - INFO - SUCCESS: {'timestamp': '2025-07-20T21:12:52.706828', 'question': 'afrika gecelik', 'intent': 'product', 'response': 'Afrika Etnik Baskılı Dantelli "Africa Style" Gecelik\nFiyat: 565.44 TL', 'success': True}
2025-07-20 21:12:53,525 - INFO - SUCCESS: {'timestamp': '2025-07-20T21:12:53.525775', 'question': 'kırmızı elbise', 'intent': 'product', 'response': 'bordo elbise için 5 ürün:\n\n1. Çizgi Desenli Yırtmaçlı Önü Fermuarlı Elbise\nFiyat: 491.34 TL\nKod: 20Y...', 'success': True}
2025-07-20 21:12:54,345 - INFO - SUCCESS: {'timestamp': '2025-07-20T21:12:54.345799', 'question': 'mavi elbise', 'intent': 'product', 'response': 'lacivert elbise için 5 ürün:\n\n1. Çizgi Desenli Yırtmaçlı Önü Fermuarlı Elbise\nFiyat: 491.34 TL\nKod: ...', 'success': True}
2025-07-20 21:12:55,063 - INFO - SUCCESS: {'timestamp': '2025-07-20T21:12:55.063316', 'question': 'hamile geceliği', 'intent': 'product', 'response': 'hamile gecelik için 5 ürün:\n\n1. Dantelli Önü Düğmeli Hamile Lohusa Gecelik\nFiyat: 1632.33 TL\nKod: 18...', 'success': True}
2025-07-20 21:12:56,675 - INFO - SUCCESS: {'timestamp': '2025-07-20T21:12:56.675297', 'question': 'bordo elbise', 'intent': 'product', 'response': 'bordo elbise için 5 ürün:\n\n1. Çizgi Desenli Yırtmaçlı Önü Fermuarlı Elbise\nFiyat: 491.34 TL\nKod: 20Y...', 'success': True}
2025-07-20 21:12:57,281 - INFO - SUCCESS: {'timestamp': '2025-07-20T21:12:57.281963', 'question': 'lacivert elbise', 'intent': 'product', 'response': 'lacivert elbise için 5 ürün:\n\n1. Çizgi Desenli Yırtmaçlı Önü Fermuarlı Elbise\nFiyat: 491.34 TL\nKod: ...', 'success': True}
2025-07-20 21:34:41,238 - ERROR - FAILED: {'timestamp': '2025-07-20T21:34:41.238249', 'question': 'afrika gecelik', 'intent': 'error', 'response': '\'"intent"\'', 'success': False}
2025-07-20 21:34:41,275 - ERROR - FAILED: {'timestamp': '2025-07-20T21:34:41.275007', 'question': 'kırmızı elbise', 'intent': 'error', 'response': '\'"intent"\'', 'success': False}
2025-07-20 21:34:41,277 - ERROR - FAILED: {'timestamp': '2025-07-20T21:34:41.277249', 'question': 'mavi elbise', 'intent': 'error', 'response': '\'"intent"\'', 'success': False}
2025-07-20 21:34:41,283 - ERROR - FAILED: {'timestamp': '2025-07-20T21:34:41.283613', 'question': 'hamile geceliği', 'intent': 'error', 'response': '\'"intent"\'', 'success': False}
2025-07-20 21:34:41,288 - ERROR - FAILED: {'timestamp': '2025-07-20T21:34:41.288052', 'question': 'afrika gecelik var mı', 'intent': 'error', 'response': '\'"intent"\'', 'success': False}
2025-07-20 21:34:41,291 - ERROR - FAILED: {'timestamp': '2025-07-20T21:34:41.291634', 'question': 'bordo elbise', 'intent': 'error', 'response': '\'"intent"\'', 'success': False}
2025-07-20 21:34:41,293 - ERROR - FAILED: {'timestamp': '2025-07-20T21:34:41.293195', 'question': 'lacivert elbise', 'intent': 'error', 'response': '\'"intent"\'', 'success': False}
